OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;observacion;CORRIENTE;FECHA_SUSPENSION;SUBZONA_HIDROGRAFICA;ENTIDAD;subred
729;26215020;CANAFISANTO [26215020];Climática Ordinaria;Convencional;Suspendida;1987-06-15;500;6.41666667;-75.81666667;Antioquia;Santa Fe De Antioquia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Onzaga;2002-04-15;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
730;24020090;PARAMO [24020090];Pluviométrica;Convencional;Suspendida;1958-08-15;1353;6.41666667;-73.16666667;Santander;Páramo;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Onzaga;1971-09-15;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
731;23080740;CONCEPCION [23080740];Pluviométrica;Convencional;Activa;1975-05-15;1865;6.39694444;-75.25916667;Antioquia;Concepción (Antioquia);Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;0;;Río Nare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
732;23080940;PRESA SAN LORENZO [23080940];Pluviográfica;Convencional;Activa;1992-07-15;1247;6.38458333;-74.99677778;Antioquia;Alejandría;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;0;;Río Nare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
733;23090020;VIRGINIAS [23090020];Pluviométrica;Convencional;Activa;1976-07-15;626;6.39355556;-74.68180556;Antioquia;Puerto Berrío;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;0;;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
734;26210070;CAICEDO [26210070];Pluviométrica;Convencional;Activa;1970-10-15;1778;6.4049;-75.9818;Antioquia;Caicedo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;0;;Directos Río Cauca entre Río San Juan y Pto Valdia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
735;11060010;BUCHADO [11060010];Pluviométrica;Convencional;Activa;1969-01-15;18;6.42;-76.77927778;Antioquia;Vigia Del Fuerte;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;;Cauca;;Directos Atrato entre ríos Bebaramá y Murrí (md);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
736;24030200;SAN JOAQUIN [24030200];Pluviométrica;Convencional;Activa;1958-02-15;20;6.42641667;-72.87383333;Santander;San Joaquín;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Cauca;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
737;24020080;VALLE DE SAN JOSE [24020080];Pluviométrica;Convencional;Activa;1958-04-15;1300;6.44111111;-73.14277778;Santander;Valle De San José;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Nevado;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
738;24010660;SIMACOTA [24010660];Pluviométrica;Convencional;Activa;1973-11-15;150;6.44361111;-73.33388889;Santander;Simacota;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Nevado;;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
739;24037040;GUICAN [24037040];Limnimétrica;Convencional;Activa;1955-07-15;2827;6.45397222;-72.40305556;Boyacá;Guicán;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Nevado;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 06,
740;36025010;TAME [36025010];Climática Ordinaria;Convencional;Activa;1985-02-15;350;6.45619444;-71.74502778;Arauca;Tame;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Casanare;;Nevado;;Río Casanare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06,
741;24037380;SAN LUIS [24037380];Limnimétrica;Convencional;Activa;1974-06-15;2550;6.45966667;-72.43086111;Boyacá;Guicán;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Nevado;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
742;26237020;PENALTA [26237020];Limnimétrica;Convencional;Activa;1971-04-15;480;6.46261111;-75.75630556;Antioquia;San Jerónimo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Aurra;;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
743;26237130;LLANOS DE SAN JUAN [26237130];Limnigráfica;Convencional;Suspendida;1990-11-15;750;6.43333333;-75.71666667;Antioquia;San Jerónimo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Quebrada La Munoz;1990-12-15;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
744;24010780;SOCORRO [24010780];Pluviométrica;Convencional;Suspendida;1956-01-15;1240;6.43333333;-73.26666667;Santander;Socorro;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Quebrada La Munoz;1967-06-15;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
745;24030830;CHAPETON EL [24030830];Pluviométrica;Convencional;Suspendida;1980-08-15;1100;6.45;-72.61666667;Boyacá;San Mateo;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Suarez;2002-02-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
746;24035070;GUICAN [24035070];Climática Ordinaria;Convencional;Activa;1991-08-15;2963;6.46347222;-72.40919444;Boyacá;Guicán;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Aurra;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 06,
747;26230180;LLANOS DE SAN JUAN [26230180];Pluviométrica;Convencional;Activa;1990-11-15;885;6.427;-75.71775;Antioquia;San Jerónimo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;0;;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
748;23095010;AEROPUERTO PUERTO BERRIO [23095010];Climática Principal;Convencional;Suspendida;1975-04-15;150;6.465;-74.41222222;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Código orfeo 20187080001413;0;2018-07-13 12:10;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
749;24025040;ESCUELA AGRICOLA MOGOTES [24025040];Climática Principal;Convencional;Activa;1973-11-15;1673;6.47;-72.96888889;Santander;Mogotes;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Nevado;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
750;24015370;HACIENDA MAJAVITA UL [24015370];Climática Principal;Convencional;Suspendida;2010-05-22;1382;6.47180556;-73.24858333;Santander;Socorro;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;Código orfeo 20187080001413;0;2018-07-13 12:12;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
751;24027060;PUENTE ARCO [24027060];Limnigráfica;Automática sin Telemetría;Activa;1971-08-15;1223;6.47861111;-73.07361111;Santander;Valle De San José;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Monchia;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
752;24030290;MACARAVITA [24030290];Pluviométrica;Convencional;Activa;1958-07-15;1856;6.49394444;-72.58136111;Santander;Macaravita;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Rio Cardenillo;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
753;23080660;MORRO EL [23080660];Pluviográfica;Convencional;Suspendida;1973-05-15;2210;6.46666667;-75.13333333;Antioquia;Santo Domingo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;Aurra;1986-04-15;Río Nare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
754;24037400;TOTUMO [24037400];Limnimétrica;Convencional;Suspendida;1974-05-15;2560;6.46666667;-72.5;Boyacá;El Espino;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Nevado;1978-03-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
755;24020050;MOGOTES [24020050];Pluviométrica;Convencional;Suspendida;1958-06-15;1673;6.47;-72.96888889;Santander;Mogotes;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Nevado;1974-07-15;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
756;24030740;MOLINOS LOS [24030740];Pluviométrica;Convencional;Suspendida;1978-09-15;1397;6.48333333;-72.65;Santander;Capitanejo;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Monchia;2002-02-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
757;23090040;PUERTO BERRIO [23090040];Pluviométrica;Convencional;Suspendida;1958-08-15;125;6.5;-74.4;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Rio Cardenillo;1980-06-15;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
758;24025020;CUCHARO EL [24025020];Pluviométrica;Convencional;Activa;1953-11-14 19:00;975;6.53222222;-73.19916667;Santander;Pinchote;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;"
Código orfeo 20187080001413";0;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,Radiación Ultravioleta,Radiación Visible,
759;26210130;GUASABRA [26210130];Pluviométrica;Convencional;Activa;1975-03-15;2182;6.50333333;-75.95583333;Antioquia;Santa Fe De Antioquia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;0;;Directos Río Cauca entre Río San Juan y Pto Valdia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
760;23080390;SANTO DOMINGO [23080390];Pluviográfica;Convencional;Activa;1986-04-15;1944;6.46830556;-75.16380556;Antioquia;Santo Domingo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;0;;Río Nare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
761;23085080;GRANJA EXPERIMENTAL EL NUS  - AUT [23085080];Climática Principal;Automática con Telemetría;Activa;1972-05-15;859;6.48358333;-74.83669444;Antioquia;San Roque;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;ESTACION ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. (10012023);0;;Río Nare;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
762;24037390;CAPITANEJO [24037390];Limnimétrica;Convencional;Activa;1974-06-15;1160;6.51320806;-72.69545306;Santander;Capitanejo;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Chicamocha;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 06,
763;24030700;COVARACHIA [24030700];Pluviométrica;Convencional;Activa;1974-06-15;2400;6.51475;-72.73294444;Boyacá;Covarachía;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Chicamocha;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
764;24035260;CAPITANEJO [24035260];Climática Ordinaria;Convencional;Activa;1974-06-15;1160;6.52072222;-72.69661111;Santander;Capitanejo;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Quebrada La Sopetrana;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 06,
765;24027040;PUENTE CABRA [24027040];Limnigráfica;Convencional;Activa;1971-06-15;1700;6.52916667;-73.00777778;Santander;Mogotes;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Mogoticos;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
766;23090080;PUERTO BERRIO [23090080];Pluviométrica;Convencional;Suspendida;1931-07-15;125;6.5;-74.4;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Rio Cardenillo;1958-12-15;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
767;23090090;POZOS LOS [23090090];Pluviométrica;Convencional;Suspendida;1980-06-15;108;6.5;-74.38333333;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Rio Cardenillo;1988-10-15;Directos al Magdalena Medio entre ríos Negro;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
768;23125110;PORTUGAL HACIENDA [23125110];Climática Ordinaria;Convencional;Suspendida;1975-05-15;200;6.5;-74.05;Santander;Cimitarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Rio Cardenillo;1978-03-15;Río Carare (Minero);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
769;24017650;PLAYA LA [24017650];Limnimétrica;Convencional;Suspendida;1980-03-15;595;6.5;-73.28333333;Santander;Cabrera (Santander);Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Suarez;1997-09-15;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
770;24027080;AVENTINO EL [24027080];Limnimétrica;Convencional;Suspendida;1979-10-15;1145;6.5;-73.11666667;Santander;San Gil;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Fonce;1997-09-15;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
771;26207090;PASO REAL [26207090];Limnigráfica;Convencional;Suspendida;1972-03-15;384;6.51666667;-75.81666667;Antioquia;Sopetrán;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Cauca;1978-11-15;Directos Río Cauca entre Río San Juan y Pto Valdia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
772;26237060;SOPETRAN [26237060];Limnimétrica;Convencional;Suspendida;1980-03-15;680;6.51666667;-75.75;Antioquia;Sopetrán;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Quebrada La Sopetrana;1996-04-15;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
773;23120200;PUERTO ARAUJO ALERTAS [23120200];Pluviométrica;Convencional;Activa;1979-10-15;118;6.53388889;-74.0825;Santander;Cimitarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Mogoticos;;Río Carare (Minero);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
774;27015190;GUAYABITO [27015190];Climática Ordinaria;Convencional;Activa;1970-05-15;1440;6.54038889;-75.14675;Antioquia;Santo Domingo;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;;Mogoticos;;Río Porce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
775;11070030;CLARITA LA [11070030];Pluviométrica;Convencional;Activa;1977-03-15;2300;6.53944444;-76.15861111;Antioquia;Urrao;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;;0;;Río Murrí;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
776;24035310;CHISCAS [24035310];Climática Ordinaria;Convencional;Activa;1974-06-15;2350;6.54952778;-72.50472222;Boyacá;Chiscas;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Fonce;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 06,
777;24055040;PALMAR EL [24055040];Climática Ordinaria;Convencional;Activa;1984-02-15;940;6.54972222;-73.292;Santander;Palmar;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Fonce;;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
778;27010830;SAN ISIDRO [27010830];Pluviométrica;Convencional;Activa;1970-08-15;2320;6.56322222;-75.51575;Antioquia;Entrerrios;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;;Atrato;;Río Porce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
779;26235020;VEGA LA-TAB RUBIOS [26235020];Climática Ordinaria;Convencional;Suspendida;1970-05-15;450;6.53333333;-75.8;Antioquia;Sopetrán;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Mogoticos;1978-10-15;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
780;23120070;PUERTO ARAUJO [23120070];Pluviométrica;Convencional;Suspendida;1959-10-15;160;6.53333333;-74.11666667;Santander;Cimitarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Mogoticos;1995-07-15;Río Carare (Minero);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
781;24030360;CHISCAS [24030360];Pluviométrica;Convencional;Suspendida;1959-02-15;2480;6.53333333;-72.5;Boyacá;Chiscas;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Mogoticos;1974-06-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
782;24050080;PALMAR EL [24050080];Pluviométrica;Convencional;Suspendida;1973-11-15;940;6.55;-73.28333333;Santander;Palmar;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Fonce;1984-02-15;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
783;24030730;MINA LA [24030730];Pluviométrica;Convencional;Suspendida;1978-09-15;1100;6.55;-72.71666667;Santander;Capitanejo;Area Operativa 06 - Boyacá-Casanare-Vichada;Magdalena Cauca;Sogamoso;;Fonce;2002-02-15;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
784;36030030;MORICHAL [36030030];Pluviométrica;Convencional;Activa;1982-12-15;300;6.57063889;-71.70763889;Arauca;Tame;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Casanare;;Atrato;;Río Cravo Norte;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 06,
785;24020150;MAMONAL EL HACIENDA [24020150];Pluviométrica;Convencional;Activa;1979-10-15;1408;6.57666667;-73.10616667;Santander;San Gil;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Atrato;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
786;24020130;CURITI 2 [24020130];Pluviométrica;Convencional;Activa;1973-11-15;1626;6.59825;-73.05611111;Santander;Curití;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Atrato;;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 08,
787;27010840;SAN PABLO [27010840];Pluviométrica;Convencional;Activa;1970-10-15;1900;6.602;-75.24652778;Antioquia;Santa Rosa De Osos;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;;Atrato;;Río Porce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
788;23100040;YOLOMBO [23100040];Pluviométrica;Convencional;Activa;1975-04-15;1442;6.59427778;-75.01091667;Antioquia;Yolombó;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Medio Magdalena;;0;;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
789;23195090;VIVERO SURATA  - AUT [23195090];Climática Ordinaria;TEST005;En Mantenimiento;1968-09-15;1791;7.36583;-72.9875;Santander;Suratá;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador AO (22022023);0;;Río Lebrija y otros directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Norte de Santander, Oriente de Arauca y Nororiente,RED ALERTAS - AREA OPERATIVA 08,
790;23090110;MURILLO [23090110];Pluviométrica;Convencional;Activa;1984-09-15;130;6.60305556;-74.39527778;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Atrato;;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
791;24040060;REMOLINO [24040060];Pluviométrica;Convencional;Activa;1979-08-15;630;6.60611111;-73.27611111;Santander;Cabrera (Santander);Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Atrato;;Río Suárez;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
792;27010870;BELMIRA [27010870];Pluviométrica;Convencional;Activa;1970-11-15;2540;6.60916667;-75.66833333;Antioquia;Belmira;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;;Atrato;;Río Porce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
793;24030320;CARCASI [24030320];Pluviométrica;Convencional;Activa;1958-08-15;224;6.6275;-72.63;Santander;Carcasí;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Quebrada Curiti;;Río Chicamocha;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
794;23090100;SAN JUAN BEDUTH [23090100];Pluviográfica;Convencional;Suspendida;1984-08-15;150;6.6;-74.45;Antioquia;Puerto Berrío;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Atrato;2002-03-15;Rió San Bartolo y otros directos al Magdalena Medio;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
795;24020070;CURITI 1 [24020070];Pluviométrica;Convencional;Suspendida;1958-02-15;1505;6.6;-73.06666667;Santander;Curití;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Atrato;1978-07-15;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
796;24027090;PUENTE CARRETERA [24027090];Limnigráfica;Convencional;Suspendida;1990-11-15;1630;6.61666667;-73.06666667;Santander;Curití;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Sogamoso;;Quebrada Curiti;2002-03-15;Río Fonce;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
797;26230010;OLAYA [26230010];Pluviométrica;Convencional;Activa;1970-10-15;575;6.62872222;-75.81088889;Antioquia;Olaya;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Quebrada Curiti;;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
